NOM;CODI;DATA;SEXE;GRUP_EDAT;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2020-05-12;Dona;40 a 49;22;863;2;1;0;22;1;0;21;1;15;1;759;1;0;0
CATALUNYA;GLOBAL;2020-05-12;Dona;50 a 59;28;877;1;1;0;46;11;0;28;0;20;0;753;1;0;0
CATALUNYA;GLOBAL;2020-05-12;Dona;60 a 69;13;497;3;4;1;74;21;0;12;1;13;1;436;3;0;0
CATALUNYA;GLOBAL;2020-05-12;Dona;70 a 79;10;381;1;8;1;96;15;3;10;0;9;0;325;1;0;0
CATALUNYA;GLOBAL;2020-05-12;Dona;80 o més;41;1236;7;12;0;256;3;17;40;1;29;1;879;5;0;0
CATALUNYA;GLOBAL;2020-05-12;Home;0 a 9;1;63;0;0;0;3;0;0;1;0;0;0;60;0;0;0
CATALUNYA;GLOBAL;2020-05-12;Home;10 a 19;1;89;1;0;0;2;1;0;1;0;1;0;83;1;0;0
CATALUNYA;GLOBAL;2020-05-12;Home;20 a 29;4;172;0;0;0;10;1;0;4;0;3;0;156;0;0;0
CATALUNYA;GLOBAL;2020-05-12;Home;30 a 39;8;243;0;1;1;12;4;0;7;1;4;0;218;0;0;0
CATALUNYA;GLOBAL;2020-05-12;Home;40 a 49;13;371;0;2;1;45;14;0;13;0;7;0;321;0;0;0
CATALUNYA;GLOBAL;2020-05-12;Home;50 a 59;19;433;2;6;1;121;41;0;17;2;11;1;383;2;0;0
CATALUNYA;GLOBAL;2020-05-12;Home;60 a 69;6;476;4;8;1;199;85;3;6;0;4;0;407;4;0;0
CATALUNYA;GLOBAL;2020-05-12;Home;70 a 79;12;458;1;7;3;195;55;2;12;0;12;0;390;1;0;0
CATALUNYA;GLOBAL;2020-05-12;Home;80 o més;19;586;4;15;1;185;6;14;18;1;14;1;467;3;0;0
CATALUNYA;GLOBAL;2020-05-11;Altres;N/A;5;86;0;2;0;55;15;0;5;0;2;0;85;0;0;0
CATALUNYA;GLOBAL;2020-05-11;Dona;0 a 9;2;54;0;1;0;3;1;0;2;0;2;0;53;0;0;0
CATALUNYA;GLOBAL;2020-05-11;Dona;10 a 19;5;81;0;0;0;3;0;0;5;0;3;0;79;0;0;0
CATALUNYA;GLOBAL;2020-05-11;Dona;20 a 29;17;364;3;2;0;7;0;0;16;1;9;1;311;3;0;0
CATALUNYA;GLOBAL;2020-05-11;Dona;30 a 39;19;566;4;1;0;12;1;0;19;0;12;0;493;4;0;0
CATALUNYA;GLOBAL;2020-05-11;Dona;40 a 49;17;722;2;5;0;28;1;0;16;1;14;1;624;1;0;0
CATALUNYA;GLOBAL;2020-05-11;Dona;50 a 59;24;754;2;3;0;53;13;0;24;0;12;0;633;2;0;0
CATALUNYA;GLOBAL;2020-05-11;Dona;60 a 69;8;437;1;5;0;89;24;2;8;0;5;0;384;1;0;0
CATALUNYA;GLOBAL;2020-05-11;Dona;70 a 79;4;329;4;5;0;102;17;2;4;0;7;0;279;4;0;0
CATALUNYA;GLOBAL;2020-05-11;Dona;80 o més;23;958;10;12;1;271;5;29;23;0;20;1;610;9;0;0
CATALUNYA;GLOBAL;2020-05-11;Home;0 a 9;2;76;1;1;0;3;0;0;2;0;1;0;75;1;0;0
CATALUNYA;GLOBAL;2020-05-11;Home;10 a 19;6;117;0;0;0;2;1;0;6;0;3;0;115;0;0;0
CATALUNYA;GLOBAL;2020-05-11;Home;20 a 29;8;164;4;1;0;12;1;0;8;0;7;1;146;3;0;0
CATALUNYA;GLOBAL;2020-05-11;Home;30 a 39;9;263;4;1;0;11;4;1;8;1;6;1;226;4;0;0
CATALUNYA;GLOBAL;2020-05-11;Home;40 a 49;20;423;3;3;0;49;15;0;19;1;18;1;377;3;0;0
CATALUNYA;GLOBAL;2020-05-11;Home;50 a 59;14;396;4;4;0;130;47;0;14;0;9;0;343;3;0;0
CATALUNYA;GLOBAL;2020-05-11;Home;60 a 69;10;360;5;8;2;211;89;6;7;3;3;2;313;4;0;0
CATALUNYA;GLOBAL;2020-05-11;Home;70 a 79;11;351;5;8;0;203;55;2;10;1;8;1;298;5;0;0
CATALUNYA;GLOBAL;2020-05-11;Home;80 o més;12;465;9;10;1;198;5;10;11;1;10;1;346;9;0;0
CATALUNYA;GLOBAL;2020-05-10;Altres;N/A;0;28;0;0;0;58;15;1;0;0;0;0;27;0;0;0
CATALUNYA;GLOBAL;2020-05-10;Dona;0 a 9;0;10;0;0;0;4;2;0;0;0;0;0;10;0;0;0
CATALUNYA;GLOBAL;2020-05-10;Dona;10 a 19;0;14;1;1;0;4;0;0;0;0;1;0;14;1;0;0
CATALUNYA;GLOBAL;2020-05-10;Dona;20 a 29;6;130;3;0;0;7;0;0;6;0;3;0;122;3;0;0
CATALUNYA;GLOBAL;2020-05-10;Dona;30 a 39;6;189;4;2;0;15;1;0;5;1;3;1;178;4;0;0
CATALUNYA;GLOBAL;2020-05-10;Dona;40 a 49;10;252;2;0;0;28;1;0;9;1;7;0;228;2;0;0
CATALUNYA;GLOBAL;2020-05-10;Dona;50 a 59;9;277;2;3;0;53;15;2;8;1;8;1;245;1;0;0
CATALUNYA;GLOBAL;2020-05-10;Dona;60 a 69;2;162;3;3;3;89;26;1;2;0;1;0;149;2;0;0
CATALUNYA;GLOBAL;2020-05-10;Dona;70 a 79;2;88;2;3;0;110;20;5;2;0;2;0;78;2;0;0
CATALUNYA;GLOBAL;2020-05-10;Dona;80 o més;19;387;10;14;0;292;5;19;19;0;20;0;321;9;0;0
CATALUNYA;GLOBAL;2020-05-10;Home;0 a 9;0;22;0;0;0;2;0;0;0;0;0;0;22;0;0;0
CATALUNYA;GLOBAL;2020-05-10;Home;10 a 19;2;20;1;0;0;2;2;0;1;1;1;1;20;1;0;0
CATALUNYA;GLOBAL;2020-05-10;Home;20 a 29;4;38;0;1;0;10;0;0;4;0;2;0;34;0;0;0
CATALUNYA;GLOBAL;2020-05-10;Home;30 a 39;4;78;2;1;0;11;5;0;4;0;3;0;73;2;0;0
CATALUNYA;GLOBAL;2020-05-10;Home;40 a 49;6;117;3;1;2;54;17;0;6;0;5;0;109;3;0;0
CATALUNYA;GLOBAL;2020-05-10;Home;50 a 59;5;110;6;1;0;134;49;3;3;2;3;2;100;5;0;0
CATALUNYA;GLOBAL;2020-05-10;Home;60 a 69;1;103;4;3;0;221;93;0;1;0;1;0;92;4;0;0
CATALUNYA;GLOBAL;2020-05-10;Home;70 a 79;5;119;3;4;1;210;63;4;5;0;3;0;109;2;0;0
CATALUNYA;GLOBAL;2020-05-10;Home;80 o més;9;192;6;10;0;212;9;16;7;2;8;2;173;5;0;0
CATALUNYA;GLOBAL;2020-05-09;Altres;N/A;1;64;0;0;0;62;16;0;1;0;1;0;62;0;0;0
CATALUNYA;GLOBAL;2020-05-09;Dona;0 a 9;1;27;1;0;0;4;2;0;1;0;0;0;27;1;0;0
CATALUNYA;GLOBAL;2020-05-09;Dona;10 a 19;2;30;0;0;0;3;0;0;2;0;0;0;30;0;0;0
CATALUNYA;GLOBAL;2020-05-09;Dona;20 a 29;8;318;4;1;0;6;0;0;8;0;9;0;294;4;0;0
CATALUNYA;GLOBAL;2020-05-09;Dona;30 a 39;8;402;0;4;0;13;1;0;8;0;6;0;379;0;0;0
CATALUNYA;GLOBAL;2020-05-09;Dona;40 a 49;17;522;3;0;0;29;1;0;17;0;15;0;482;3;0;0
CATALUNYA;GLOBAL;2020-05-09;Dona;50 a 59;13;517;4;1;0;53;15;0;13;0;11;0;465;4;0;0
CATALUNYA;GLOBAL;2020-05-09;Dona;60 a 69;2;332;3;5;1;84;25;0;2;0;3;0;296;2;0;0
CATALUNYA;GLOBAL;2020-05-09;Dona;70 a 79;5;161;4;5;1;113;20;4;5;0;5;0;147;4;0;0
CATALUNYA;GLOBAL;2020-05-09;Dona;80 o més;47;588;5;10;0;280;5;21;46;1;42;0;455;5;0;0
CATALUNYA;GLOBAL;2020-05-09;Home;0 a 9;0;30;0;0;0;2;0;0;0;0;0;0;30;0;0;0
CATALUNYA;GLOBAL;2020-05-09;Home;10 a 19;0;38;1;0;1;3;2;0;0;0;0;0;37;1;0;0
CATALUNYA;GLOBAL;2020-05-09;Home;20 a 29;5;131;3;1;0;10;1;0;5;0;4;0;129;3;0;0
CATALUNYA;GLOBAL;2020-05-09;Home;30 a 39;6;165;1;0;0;10;5;0;6;0;6;0;153;1;0;0
CATALUNYA;GLOBAL;2020-05-09;Home;40 a 49;7;250;4;3;0;56;17;0;6;1;5;1;235;4;0;0
CATALUNYA;GLOBAL;2020-05-09;Home;50 a 59;8;280;2;0;0;136;52;2;7;1;7;0;253;2;0;0
CATALUNYA;GLOBAL;2020-05-09;Home;60 a 69;8;239;3;9;0;220;95;0;7;1;6;1;224;3;0;0
CATALUNYA;GLOBAL;2020-05-09;Home;70 a 79;2;207;5;5;0;213;67;2;2;0;2;0;180;5;0;0
CATALUNYA;GLOBAL;2020-05-09;Home;80 o més;13;281;5;11;1;210;11;13;13;0;12;0;239;4;0;0
CATALUNYA;GLOBAL;2020-05-08;Altres;N/A;4;95;0;3;0;58;16;1;4;0;1;0;91;0;0;0
CATALUNYA;GLOBAL;2020-05-08;Dona;0 a 9;3;43;1;2;0;3;1;0;3;0;3;0;42;1;0;0
CATALUNYA;GLOBAL;2020-05-08;Dona;10 a 19;1;66;0;0;0;3;0;0;1;0;1;0;62;0;0;0
CATALUNYA;GLOBAL;2020-05-08;Dona;20 a 29;9;517;1;2;0;6;0;0;9;0;6;0;443;1;0;0
CATALUNYA;GLOBAL;2020-05-08;Dona;30 a 39;15;741;1;1;0;10;1;0;14;1;13;0;649;1;0;0
CATALUNYA;GLOBAL;2020-05-08;Dona;40 a 49;20;892;2;3;0;30;2;0;19;1;15;0;761;2;0;0
CATALUNYA;GLOBAL;2020-05-08;Dona;50 a 59;17;942;1;1;1;55;15;1;17;0;17;0;763;1;0;0
CATALUNYA;GLOBAL;2020-05-08;Dona;60 a 69;16;508;4;4;1;83;26;2;16;0;11;0;438;3;0;0
CATALUNYA;GLOBAL;2020-05-08;Dona;70 a 79;11;332;3;5;1;112;21;2;10;1;9;1;289;3;0;0
CATALUNYA;GLOBAL;2020-05-08;Dona;80 o més;37;1005;9;17;1;279;5;22;37;0;34;0;718;8;0;0
CATALUNYA;GLOBAL;2020-05-08;Home;0 a 9;1;48;0;0;0;2;0;0;1;0;1;0;46;0;0;0
CATALUNYA;GLOBAL;2020-05-08;Home;10 a 19;3;79;0;1;0;2;1;0;3;0;4;0;78;0;0;0
CATALUNYA;GLOBAL;2020-05-08;Home;20 a 29;8;190;1;1;0;7;1;0;8;0;5;0;164;1;0;0
CATALUNYA;GLOBAL;2020-05-08;Home;30 a 39;11;274;2;0;0;11;5;0;10;1;4;0;248;2;0;0
CATALUNYA;GLOBAL;2020-05-08;Home;40 a 49;11;446;7;1;2;57;18;0;11;0;7;1;388;7;0;0
CATALUNYA;GLOBAL;2020-05-08;Home;50 a 59;8;454;2;4;0;139;57;1;6;2;6;0;404;2;0;0
CATALUNYA;GLOBAL;2020-05-08;Home;60 a 69;13;445;2;8;0;224;95;6;13;0;10;0;396;2;0;0
CATALUNYA;GLOBAL;2020-05-08;Home;70 a 79;5;396;3;10;3;214;68;5;5;0;5;0;342;3;0;0
CATALUNYA;GLOBAL;2020-05-08;Home;80 o més;17;511;2;14;2;197;12;12;17;0;16;0;396;1;0;0
CATALUNYA;GLOBAL;2020-05-07;Altres;N/A;4;140;0;2;2;65;18;0;4;0;3;0;134;0;0;0
CATALUNYA;GLOBAL;2020-05-07;Dona;0 a 9;3;31;0;1;0;1;1;0;3;0;3;0;31;0;0;0
CATALUNYA;GLOBAL;2020-05-07;Dona;10 a 19;3;60;0;1;0;3;0;0;3;0;3;0;57;0;0;0
CATALUNYA;GLOBAL;2020-05-07;Dona;20 a 29;5;501;3;0;0;5;0;0;5;0;4;0;430;3;0;0
CATALUNYA;GLOBAL;2020-05-07;Dona;30 a 39;7;646;3;2;0;12;1;0;7;0;7;0;570;3;0;0
CATALUNYA;GLOBAL;2020-05-07;Dona;40 a 49;13;843;4;6;0;33;3;0;13;0;11;0;702;4;0;0
CATALUNYA;GLOBAL;2020-05-07;Dona;50 a 59;13;884;5;3;0;63;15;1;12;1;13;2;746;5;0;0
CATALUNYA;GLOBAL;2020-05-07;Dona;60 a 69;10;492;4;3;2;87;25;7;10;0;8;0;411;4;0;0
CATALUNYA;GLOBAL;2020-05-07;Dona;70 a 79;11;283;5;2;1;126;23;5;10;1;9;1;232;5;0;0
CATALUNYA;GLOBAL;2020-05-07;Dona;80 o més;42;1071;12;13;1;301;4;38;42;0;33;0;831;11;0;0
CATALUNYA;GLOBAL;2020-05-07;Home;0 a 9;2;25;0;0;0;3;0;0;2;0;2;0;25;0;0;0
CATALUNYA;GLOBAL;2020-05-07;Home;10 a 19;0;28;0;0;0;2;1;0;0;0;0;0;26;0;0;0
CATALUNYA;GLOBAL;2020-05-07;Home;20 a 29;6;163;2;1;0;7;1;0;5;1;4;1;146;2;0;0
CATALUNYA;GLOBAL;2020-05-07;Home;30 a 39;8;237;2;0;0;13;5;0;8;0;6;0;213;2;0;0
CATALUNYA;GLOBAL;2020-05-07;Home;40 a 49;4;346;5;5;0;64;17;0;4;0;4;0;307;5;0;0
CATALUNYA;GLOBAL;2020-05-07;Home;50 a 59;10;410;3;6;0;153;60;1;9;1;6;1;355;3;0;0
CATALUNYA;GLOBAL;2020-05-07;Home;60 a 69;5;409;4;3;1;239;97;3;5;0;4;0;350;4;0;0
CATALUNYA;GLOBAL;2020-05-07;Home;70 a 79;4;373;4;6;1;231;68;8;4;0;4;0;306;4;0;0
CATALUNYA;GLOBAL;2020-05-07;Home;80 o més;17;500;6;12;3;208;10;19;16;1;14;1;415;5;0;0
CATALUNYA;GLOBAL;2020-05-06;Altres;N/A;4;127;0;4;2;74;17;1;4;0;3;0;117;0;0;0
CATALUNYA;GLOBAL;2020-05-06;Dona;0 a 9;0;34;1;0;0;1;1;0;0;0;0;0;34;1;0;0
CATALUNYA;GLOBAL;2020-05-06;Dona;10 a 19;0;80;0;0;0;2;0;0;0;0;0;0;77;0;0;0
CATALUNYA;GLOBAL;2020-05-06;Dona;20 a 29;10;557;2;1;0;5;1;0;10;0;11;0;468;2;0;0
CATALUNYA;GLOBAL;2020-05-06;Dona;30 a 39;22;650;4;0;0;10;1;0;21;1;11;1;578;4;0;0
CATALUNYA;GLOBAL;2020-05-06;Dona;40 a 49;21;1020;5;2;1;31;3;0;19;2;19;1;896;4;0;0
CATALUNYA;GLOBAL;2020-05-06;Dona;50 a 59;20;1001;3;4;0;65;16;1;20;0;17;1;857;3;0;0
CATALUNYA;GLOBAL;2020-05-06;Dona;60 a 69;17;592;4;6;0;99;31;2;15;2;13;0;505;4;0;0
CATALUNYA;GLOBAL;2020-05-06;Dona;70 a 79;11;356;6;14;1;145;24;3;10;1;5;1;298;6;0;0
CATALUNYA;GLOBAL;2020-05-06;Dona;80 o més;54;1600;10;15;1;324;3;39;53;1;44;1;1213;9;0;0
CATALUNYA;GLOBAL;2020-05-06;Home;0 a 9;1;41;0;0;0;3;0;0;1;0;1;0;41;0;0;0
CATALUNYA;GLOBAL;2020-05-06;Home;10 a 19;3;76;0;0;0;3;1;0;3;0;1;0;75;0;0;0
CATALUNYA;GLOBAL;2020-05-06;Home;20 a 29;6;171;0;3;0;8;1;0;6;0;3;0;151;0;0;0
CATALUNYA;GLOBAL;2020-05-06;Home;30 a 39;7;253;1;1;0;13;5;0;6;1;4;0;231;1;0;0
CATALUNYA;GLOBAL;2020-05-06;Home;40 a 49;12;368;4;6;0;62;17;0;11;1;5;1;319;4;0;0
CATALUNYA;GLOBAL;2020-05-06;Home;50 a 59;7;482;4;5;0;158;62;0;7;0;3;1;407;4;0;0
CATALUNYA;GLOBAL;2020-05-06;Home;60 a 69;10;471;3;11;0;253;101;4;10;0;7;0;389;3;0;0
CATALUNYA;GLOBAL;2020-05-06;Home;70 a 79;10;461;5;9;0;251;74;5;9;1;7;1;361;5;0;0
CATALUNYA;GLOBAL;2020-05-06;Home;80 o més;22;634;4;6;0;229;6;27;21;1;17;0;485;4;0;0
CATALUNYA;GLOBAL;2020-05-05;Altres;N/A;4;117;1;5;0;77;13;1;4;0;4;0;110;1;0;0
CATALUNYA;GLOBAL;2020-05-05;Dona;0 a 9;2;41;0;0;0;2;1;0;2;0;2;0;41;0;0;0
CATALUNYA;GLOBAL;2020-05-05;Dona;10 a 19;0;63;0;0;0;2;0;0;0;0;0;0;59;0;0;0
CATALUNYA;GLOBAL;2020-05-05;Dona;20 a 29;11;412;2;3;0;10;1;0;11;0;10;0;359;1;0;0
CATALUNYA;GLOBAL;2020-05-05;Dona;30 a 39;21;669;4;1;0;17;2;0;19;2;14;1;581;4;0;0
CATALUNYA;GLOBAL;2020-05-05;Dona;40 a 49;25;840;3;1;0;37;2;0;23;2;13;1;732;3;0;0
CATALUNYA;GLOBAL;2020-05-05;Dona;50 a 59;31;853;2;2;0;74;17;0;29;2;17;0;728;1;0;0
CATALUNYA;GLOBAL;2020-05-05;Dona;60 a 69;14;514;5;8;2;107;32;0;14;0;11;0;444;5;0;0
CATALUNYA;GLOBAL;2020-05-05;Dona;70 a 79;9;338;4;13;0;165;26;5;9;0;4;0;285;4;0;0
CATALUNYA;GLOBAL;2020-05-05;Dona;80 o més;59;1400;7;18;0;370;3;37;59;0;52;0;1086;7;0;0
CATALUNYA;GLOBAL;2020-05-05;Home;0 a 9;1;44;0;0;0;3;0;0;1;0;1;0;43;0;0;0
CATALUNYA;GLOBAL;2020-05-05;Home;10 a 19;2;53;2;0;0;2;0;0;2;0;1;0;53;2;0;0
CATALUNYA;GLOBAL;2020-05-05;Home;20 a 29;5;145;1;0;1;11;1;0;3;2;2;1;123;1;0;0
CATALUNYA;GLOBAL;2020-05-05;Home;30 a 39;2;208;1;0;0;14;5;0;2;0;2;0;184;1;0;0
CATALUNYA;GLOBAL;2020-05-05;Home;40 a 49;6;344;5;3;2;68;16;1;6;0;4;0;301;3;0;0
CATALUNYA;GLOBAL;2020-05-05;Home;50 a 59;18;431;6;9;1;174;74;1;16;2;8;2;380;5;0;0
CATALUNYA;GLOBAL;2020-05-05;Home;60 a 69;9;436;3;10;0;279;119;4;7;2;5;2;369;3;0;0
CATALUNYA;GLOBAL;2020-05-05;Home;70 a 79;4;425;2;14;0;276;88;7;4;0;4;0;365;2;0;0
CATALUNYA;GLOBAL;2020-05-05;Home;80 o més;21;635;4;14;1;259;7;34;21;0;18;0;532;4;0;0
CATALUNYA;GLOBAL;2020-05-04;Altres;N/A;9;136;1;2;1;78;14;0;8;1;5;1;129;1;0;0
CATALUNYA;GLOBAL;2020-05-04;Dona;0 a 9;1;30;0;1;1;2;1;0;1;0;1;0;30;0;0;0
CATALUNYA;GLOBAL;2020-05-04;Dona;10 a 19;1;49;0;0;0;2;1;0;1;0;1;0;49;0;0;0
CATALUNYA;GLOBAL;2020-05-04;Dona;20 a 29;16;441;2;3;0;8;1;0;15;1;11;0;337;2;0;0
CATALUNYA;GLOBAL;2020-05-04;Dona;30 a 39;18;625;1;2;0;17;1;0;18;0;12;0;530;1;0;0
CATALUNYA;GLOBAL;2020-05-04;Dona;40 a 49;13;746;3;3;0;40;3;0;12;1;7;1;609;3;0;0
CATALUNYA;GLOBAL;2020-05-04;Dona;50 a 59;24;840;1;2;0;76;17;1;24;0;22;0;682;1;0;0
CATALUNYA;GLOBAL;2020-05-04;Dona;60 a 69;10;473;1;4;0;116;28;2;10;0;9;0;408;1;0;0
CATALUNYA;GLOBAL;2020-05-04;Dona;70 a 79;9;311;2;3;0;166;30;4;8;1;7;0;270;2;0;0
CATALUNYA;GLOBAL;2020-05-04;Dona;80 o més;54;1276;9;20;2;390;2;48;54;0;43;0;1072;8;0;0
CATALUNYA;GLOBAL;2020-05-04;Home;0 a 9;1;30;0;0;0;3;0;0;1;0;1;0;30;0;0;0
CATALUNYA;GLOBAL;2020-05-04;Home;10 a 19;0;47;1;1;0;2;0;0;0;0;0;0;45;1;0;0
CATALUNYA;GLOBAL;2020-05-04;Home;20 a 29;3;152;1;1;0;11;0;0;3;0;2;0;119;1;0;0
CATALUNYA;GLOBAL;2020-05-04;Home;30 a 39;8;192;2;1;0;14;5;0;8;0;5;0;161;2;0;0
CATALUNYA;GLOBAL;2020-05-04;Home;40 a 49;14;274;1;4;0;76;18;0;12;2;3;0;230;1;0;0
CATALUNYA;GLOBAL;2020-05-04;Home;50 a 59;13;351;3;5;0;174;73;0;12;1;3;0;292;3;0;0
CATALUNYA;GLOBAL;2020-05-04;Home;60 a 69;11;446;4;9;2;290;123;1;11;0;11;0;386;4;0;0
CATALUNYA;GLOBAL;2020-05-04;Home;70 a 79;10;372;2;8;0;293;90;12;10;0;9;0;308;2;0;0
CATALUNYA;GLOBAL;2020-05-04;Home;80 o més;22;532;6;13;0;273;7;18;21;1;20;1;465;6;0;0
CATALUNYA;GLOBAL;2020-05-03;Altres;N/A;2;23;0;3;0;83;15;0;2;0;2;0;23;0;0;0
CATALUNYA;GLOBAL;2020-05-03;Dona;0 a 9;0;20;1;1;0;2;1;0;0;0;0;0;19;1;0;0
CATALUNYA;GLOBAL;2020-05-03;Dona;10 a 19;0;20;2;0;0;2;1;0;0;0;0;0;20;2;0;0
CATALUNYA;GLOBAL;2020-05-03;Dona;20 a 29;3;198;3;0;0;10;2;0;2;1;2;0;188;3;0;0
CATALUNYA;GLOBAL;2020-05-03;Dona;30 a 39;3;265;1;1;1;17;2;0;3;0;5;0;252;1;0;0
CATALUNYA;GLOBAL;2020-05-03;Dona;40 a 49;8;343;0;1;0;43;4;0;8;0;7;0;325;0;0;0
CATALUNYA;GLOBAL;2020-05-03;Dona;50 a 59;9;309;5;1;1;87;20;0;8;1;8;1;288;5;0;0
CATALUNYA;GLOBAL;2020-05-03;Dona;60 a 69;3;189;0;0;0;130;37;1;3;0;1;0;173;0;0;0
CATALUNYA;GLOBAL;2020-05-03;Dona;70 a 79;2;157;1;4;0;184;34;6;2;0;3;0;145;1;0;0
CATALUNYA;GLOBAL;2020-05-03;Dona;80 o més;17;720;9;13;1;425;5;39;14;3;13;4;629;9;0;0
CATALUNYA;GLOBAL;2020-05-03;Home;0 a 9;0;13;0;0;0;3;0;0;0;0;0;0;13;0;0;0
CATALUNYA;GLOBAL;2020-05-03;Home;10 a 19;0;14;0;0;0;0;0;0;0;0;0;0;14;0;0;0
CATALUNYA;GLOBAL;2020-05-03;Home;20 a 29;2;64;1;0;0;13;0;0;2;0;3;0;63;1;0;0
CATALUNYA;GLOBAL;2020-05-03;Home;30 a 39;5;87;2;0;0;19;6;0;5;0;3;0;85;2;0;0
CATALUNYA;GLOBAL;2020-05-03;Home;40 a 49;2;124;0;8;0;80;21;0;2;0;3;0;116;0;0;0
CATALUNYA;GLOBAL;2020-05-03;Home;50 a 59;6;152;1;3;1;202;84;2;6;0;5;0;129;1;0;0
CATALUNYA;GLOBAL;2020-05-03;Home;60 a 69;5;176;2;3;0;306;131;5;5;0;5;0;149;2;0;0
CATALUNYA;GLOBAL;2020-05-03;Home;70 a 79;5;202;4;4;0;327;105;5;4;1;4;0;177;3;0;0
CATALUNYA;GLOBAL;2020-05-03;Home;80 o més;6;350;3;8;0;303;9;31;6;0;6;0;315;2;0;0
CATALUNYA;GLOBAL;2020-05-02;Altres;N/A;0;67;0;3;0;84;16;1;0;0;0;0;64;0;0;0
CATALUNYA;GLOBAL;2020-05-02;Dona;0 a 9;1;18;1;0;0;1;1;0;1;0;1;0;16;1;0;0
CATALUNYA;GLOBAL;2020-05-02;Dona;10 a 19;0;48;0;0;0;2;1;0;0;0;0;0;46;0;0;0
CATALUNYA;GLOBAL;2020-05-02;Dona;20 a 29;8;300;1;1;0;10;2;0;8;0;10;0;278;1;0;0
CATALUNYA;GLOBAL;2020-05-02;Dona;30 a 39;11;409;3;3;0;18;1;0;10;1;10;0;368;3;0;0
CATALUNYA;GLOBAL;2020-05-02;Dona;40 a 49;14;428;2;2;1;41;6;0;14;0;11;0;366;2;0;0
CATALUNYA;GLOBAL;2020-05-02;Dona;50 a 59;18;474;1;7;0;86;21;1;18;0;15;0;415;1;0;0
CATALUNYA;GLOBAL;2020-05-02;Dona;60 a 69;5;267;2;1;2;133;38;2;5;0;5;0;234;2;0;0
CATALUNYA;GLOBAL;2020-05-02;Dona;70 a 79;9;199;4;5;1;187;36;3;9;0;7;0;177;4;0;0
CATALUNYA;GLOBAL;2020-05-02;Dona;80 o més;31;766;7;20;0;418;5;41;29;2;13;1;666;6;0;0
CATALUNYA;GLOBAL;2020-05-02;Home;0 a 9;0;25;0;0;0;3;1;0;0;0;0;0;25;0;0;0
CATALUNYA;GLOBAL;2020-05-02;Home;10 a 19;0;31;0;0;0;0;0;0;0;0;0;0;31;0;0;0
CATALUNYA;GLOBAL;2020-05-02;Home;20 a 29;4;101;2;0;0;14;0;0;4;0;3;0;96;2;0;0
CATALUNYA;GLOBAL;2020-05-02;Home;30 a 39;6;154;2;0;0;20;8;0;6;0;6;0;142;2;0;0
CATALUNYA;GLOBAL;2020-05-02;Home;40 a 49;12;237;2;1;0;81;21;0;11;1;8;1;212;2;0;0
CATALUNYA;GLOBAL;2020-05-02;Home;50 a 59;12;243;2;1;0;207;86;1;12;0;13;0;214;2;0;0
CATALUNYA;GLOBAL;2020-05-02;Home;60 a 69;4;205;2;4;0;316;144;6;4;0;3;0;171;2;0;0
CATALUNYA;GLOBAL;2020-05-02;Home;70 a 79;8;178;4;5;0;328;107;13;8;0;3;0;154;4;0;0
CATALUNYA;GLOBAL;2020-05-02;Home;80 o més;17;301;3;6;0;315;9;26;17;0;8;0;259;3;0;0
CATALUNYA;GLOBAL;2020-05-01;Altres;N/A;5;196;0;11;2;349;112;1;5;0;4;0;191;0;0;0
CATALUNYA;GLOBAL;2020-05-01;Dona;0 a 9;0;26;0;0;0;1;1;0;0;0;0;0;26;0;0;0
CATALUNYA;GLOBAL;2020-05-01;Dona;10 a 19;0;39;0;0;0;2;1;0;0;0;0;0;38;0;0;0
CATALUNYA;GLOBAL;2020-05-01;Dona;20 a 29;20;455;2;2;0;5;1;0;20;0;16;0;400;2;0;0
CATALUNYA;GLOBAL;2020-05-01;Dona;30 a 39;14;624;2;1;0;11;0;0;14;0;13;0;556;2;0;0
CATALUNYA;GLOBAL;2020-05-01;Dona;40 a 49;16;768;1;4;0;36;5;0;16;0;14;0;675;1;0;0
CATALUNYA;GLOBAL;2020-05-01;Dona;50 a 59;16;777;0;4;0;72;15;0;16;0;13;0;700;0;0;0
CATALUNYA;GLOBAL;2020-05-01;Dona;60 a 69;7;381;1;2;0;116;28;2;6;1;8;1;335;1;0;0
CATALUNYA;GLOBAL;2020-05-01;Dona;70 a 79;12;230;3;4;0;179;37;2;11;1;11;0;217;2;0;0
CATALUNYA;GLOBAL;2020-05-01;Dona;80 o més;55;1281;12;13;0;401;5;45;52;3;39;0;1219;12;0;0
CATALUNYA;GLOBAL;2020-05-01;Home;0 a 9;0;39;1;0;0;2;0;0;0;0;0;0;39;1;0;0
CATALUNYA;GLOBAL;2020-05-01;Home;10 a 19;2;94;0;0;0;0;0;0;2;0;3;0;94;0;0;0
CATALUNYA;GLOBAL;2020-05-01;Home;20 a 29;9;212;0;1;0;13;0;0;8;1;8;0;192;0;0;0
