NOM;CODI;DATA;SEXE;GRUP_EDAT;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-11-08;Altres;N/A;9;43;6;0;15;142;42;0;3;6;1;0;42;6;5;9
CATALUNYA;GLOBAL;2021-11-08;Dona;0 a 9;17;35;234;1;0;0;0;0;0;17;0;6;32;221;0;0
CATALUNYA;GLOBAL;2021-11-08;Dona;10 a 19;19;37;441;0;0;0;0;0;0;19;0;9;29;350;14;21
CATALUNYA;GLOBAL;2021-11-08;Dona;20 a 29;16;88;385;0;0;1;0;0;0;16;0;11;73;323;27;33
CATALUNYA;GLOBAL;2021-11-08;Dona;30 a 39;23;117;424;0;0;0;0;0;0;23;0;12;98;350;23;44
CATALUNYA;GLOBAL;2021-11-08;Dona;40 a 49;38;108;455;0;0;3;1;0;0;38;1;23;94;398;23;17
CATALUNYA;GLOBAL;2021-11-08;Dona;50 a 59;18;81;315;0;0;6;3;0;1;17;1;9;71;281;8;5
CATALUNYA;GLOBAL;2021-11-08;Dona;60 a 69;20;86;247;0;0;19;5;0;0;20;0;12;82;216;1;12
CATALUNYA;GLOBAL;2021-11-08;Dona;70 a 79;11;122;152;0;1;15;5;0;0;11;0;7;110;139;4;109
CATALUNYA;GLOBAL;2021-11-08;Dona;80 o més;10;158;90;0;0;23;3;0;0;10;0;8;143;83;1;4
CATALUNYA;GLOBAL;2021-11-08;Home;0 a 9;18;52;266;0;0;1;0;0;1;17;1;11;50;241;0;0
CATALUNYA;GLOBAL;2021-11-08;Home;10 a 19;25;22;458;0;0;1;0;0;0;25;0;12;18;381;27;11
CATALUNYA;GLOBAL;2021-11-08;Home;20 a 29;18;42;269;0;0;0;0;0;0;18;0;9;34;224;42;40
CATALUNYA;GLOBAL;2021-11-08;Home;30 a 39;22;68;332;0;0;4;1;0;0;22;1;11;61;286;37;39
CATALUNYA;GLOBAL;2021-11-08;Home;40 a 49;41;59;349;0;0;9;2;0;1;40;1;19;57;307;18;21
CATALUNYA;GLOBAL;2021-11-08;Home;50 a 59;23;94;200;0;1;15;6;0;1;22;1;11;81;178;9;13
CATALUNYA;GLOBAL;2021-11-08;Home;60 a 69;15;116;148;0;1;31;14;0;2;13;2;6;98;130;3;7
CATALUNYA;GLOBAL;2021-11-08;Home;70 a 79;10;126;133;0;0;28;10;0;1;9;1;4;107;126;1;106
CATALUNYA;GLOBAL;2021-11-08;Home;80 o més;8;104;66;0;0;25;2;0;0;8;1;4;92;65;0;1
CATALUNYA;GLOBAL;2021-11-07;Altres;N/A;4;284;2;5;1;51;16;0;2;2;2;0;282;2;12;16
CATALUNYA;GLOBAL;2021-11-07;Dona;0 a 9;4;96;144;0;0;1;0;0;2;2;2;2;87;139;0;0
CATALUNYA;GLOBAL;2021-11-07;Dona;10 a 19;6;81;217;0;0;0;0;0;2;4;2;4;71;169;53;28
CATALUNYA;GLOBAL;2021-11-07;Dona;20 a 29;6;143;217;0;0;5;0;0;2;4;2;4;120;184;44;44
CATALUNYA;GLOBAL;2021-11-07;Dona;30 a 39;18;185;201;0;0;2;1;0;4;14;4;15;154;165;34;41
CATALUNYA;GLOBAL;2021-11-07;Dona;40 a 49;18;181;219;0;0;9;2;0;3;15;3;15;148;195;20;16
CATALUNYA;GLOBAL;2021-11-07;Dona;50 a 59;13;187;149;0;0;14;5;0;3;10;4;10;156;133;5;10
CATALUNYA;GLOBAL;2021-11-07;Dona;60 a 69;12;150;124;2;0;25;9;0;4;8;6;9;131;107;3;4
CATALUNYA;GLOBAL;2021-11-07;Dona;70 a 79;8;191;57;2;0;19;6;0;1;7;1;6;168;54;0;1
CATALUNYA;GLOBAL;2021-11-07;Dona;80 o més;4;280;50;5;2;33;3;0;2;2;2;2;243;44;0;1
CATALUNYA;GLOBAL;2021-11-07;Home;0 a 9;4;137;152;0;0;1;0;0;1;3;1;3;125;139;0;0
CATALUNYA;GLOBAL;2021-11-07;Home;10 a 19;5;99;210;0;0;0;0;0;2;3;2;3;88;177;66;52
CATALUNYA;GLOBAL;2021-11-07;Home;20 a 29;3;86;144;0;0;0;0;0;0;3;0;3;75;125;48;50
CATALUNYA;GLOBAL;2021-11-07;Home;30 a 39;7;131;155;0;0;7;4;0;1;6;1;7;113;132;33;39
CATALUNYA;GLOBAL;2021-11-07;Home;40 a 49;20;185;153;2;0;18;4;0;4;16;4;14;163;137;10;14
CATALUNYA;GLOBAL;2021-11-07;Home;50 a 59;10;181;108;1;0;24;9;0;1;9;2;8;162;95;8;13
CATALUNYA;GLOBAL;2021-11-07;Home;60 a 69;7;194;78;2;1;42;16;0;5;2;5;2;180;67;1;2
CATALUNYA;GLOBAL;2021-11-07;Home;70 a 79;10;240;61;1;0;41;14;0;0;10;0;10;214;53;0;0
CATALUNYA;GLOBAL;2021-11-07;Home;80 o més;3;232;36;2;0;30;5;0;1;2;0;2;209;34;0;0
CATALUNYA;GLOBAL;2021-11-06;Altres;N/A;8;1210;2;8;0;51;15;0;7;1;7;0;1206;2;34;25
CATALUNYA;GLOBAL;2021-11-06;Dona;0 a 9;34;314;149;0;0;1;0;0;28;6;29;6;288;139;0;0
CATALUNYA;GLOBAL;2021-11-06;Dona;10 a 19;15;219;235;0;0;0;0;0;7;8;8;9;192;191;84;108
CATALUNYA;GLOBAL;2021-11-06;Dona;20 a 29;9;496;299;1;0;6;0;0;2;7;6;7;355;234;60;103
CATALUNYA;GLOBAL;2021-11-06;Dona;30 a 39;27;557;254;0;0;3;1;0;11;16;13;21;437;217;39;95
CATALUNYA;GLOBAL;2021-11-06;Dona;40 a 49;36;617;215;0;0;10;3;0;11;25;13;22;484;189;25;31
CATALUNYA;GLOBAL;2021-11-06;Dona;50 a 59;11;613;146;2;2;15;5;0;2;9;3;9;490;134;9;15
CATALUNYA;GLOBAL;2021-11-06;Dona;60 a 69;18;381;121;0;0;24;9;0;6;12;9;11;328;108;6;14
CATALUNYA;GLOBAL;2021-11-06;Dona;70 a 79;7;327;71;1;0;19;6;0;2;5;2;6;291;67;2;5
CATALUNYA;GLOBAL;2021-11-06;Dona;80 o més;5;474;63;1;0;30;1;0;4;1;4;1;412;57;2;1
CATALUNYA;GLOBAL;2021-11-06;Home;0 a 9;24;320;178;1;0;1;0;0;20;4;22;3;295;165;0;0
CATALUNYA;GLOBAL;2021-11-06;Home;10 a 19;10;224;198;0;0;0;0;0;5;5;6;6;187;171;79;125
CATALUNYA;GLOBAL;2021-11-06;Home;20 a 29;6;236;245;0;0;0;0;0;1;5;2;5;182;203;71;104
CATALUNYA;GLOBAL;2021-11-06;Home;30 a 39;18;354;193;1;0;6;4;0;7;11;10;10;303;169;61;94
CATALUNYA;GLOBAL;2021-11-06;Home;40 a 49;13;465;166;1;1;17;5;0;6;7;7;8;411;148;37;46
CATALUNYA;GLOBAL;2021-11-06;Home;50 a 59;19;404;125;0;0;23;9;0;6;13;7;13;336;110;17;18
CATALUNYA;GLOBAL;2021-11-06;Home;60 a 69;7;384;102;0;0;40;15;0;2;5;2;6;330;88;4;3
CATALUNYA;GLOBAL;2021-11-06;Home;70 a 79;8;386;82;3;1;43;15;0;1;7;1;7;349;72;0;5
CATALUNYA;GLOBAL;2021-11-06;Home;80 o més;5;296;54;3;0;29;5;0;2;3;2;3;265;50;0;0
CATALUNYA;GLOBAL;2021-11-05;Altres;N/A;14;1214;9;9;3;52;16;0;8;6;8;0;1206;9;75;62
CATALUNYA;GLOBAL;2021-11-05;Dona;0 a 9;25;451;433;0;0;1;0;0;12;13;14;13;418;394;0;0
CATALUNYA;GLOBAL;2021-11-05;Dona;10 a 19;19;498;755;0;0;0;0;0;8;11;10;11;416;627;390;282
CATALUNYA;GLOBAL;2021-11-05;Dona;20 a 29;35;939;704;2;0;6;0;0;15;20;16;19;712;558;329;317
CATALUNYA;GLOBAL;2021-11-05;Dona;30 a 39;37;1173;657;0;0;3;1;0;12;25;16;24;949;554;333;290
CATALUNYA;GLOBAL;2021-11-05;Dona;40 a 49;58;1455;668;4;0;8;3;0;30;28;39;31;1168;586;194;158
CATALUNYA;GLOBAL;2021-11-05;Dona;50 a 59;39;1382;498;1;0;13;4;0;17;22;19;23;1124;432;79;79
CATALUNYA;GLOBAL;2021-11-05;Dona;60 a 69;35;954;384;1;0;24;9;0;20;15;25;15;830;349;50;73
CATALUNYA;GLOBAL;2021-11-05;Dona;70 a 79;21;645;230;1;0;19;6;0;10;11;15;11;583;209;22;298
CATALUNYA;GLOBAL;2021-11-05;Dona;80 o més;22;873;168;4;0;29;1;0;12;10;16;12;737;149;13;22
CATALUNYA;GLOBAL;2021-11-05;Home;0 a 9;18;482;465;0;0;0;0;0;14;4;15;3;455;432;0;0
CATALUNYA;GLOBAL;2021-11-05;Home;10 a 19;34;385;737;1;0;0;0;0;21;13;28;12;345;610;400;372
CATALUNYA;GLOBAL;2021-11-05;Home;20 a 29;15;534;621;0;0;0;0;0;8;7;11;6;433;489;400;394
CATALUNYA;GLOBAL;2021-11-05;Home;30 a 39;34;624;470;1;0;7;4;0;15;19;19;18;538;404;304;250
CATALUNYA;GLOBAL;2021-11-05;Home;40 a 49;45;828;470;2;0;15;4;0;17;28;22;27;700;421;188;184
CATALUNYA;GLOBAL;2021-11-05;Home;50 a 59;42;835;253;2;1;24;9;0;23;19;27;19;708;225;104;83
CATALUNYA;GLOBAL;2021-11-05;Home;60 a 69;22;734;213;4;2;40;15;0;13;9;14;9;636;181;49;69
CATALUNYA;GLOBAL;2021-11-05;Home;70 a 79;14;776;148;1;0;43;14;0;8;6;12;6;697;141;20;270
CATALUNYA;GLOBAL;2021-11-05;Home;80 o més;10;517;96;2;1;27;5;0;8;2;10;2;446;87;14;16
CATALUNYA;GLOBAL;2021-11-04;Altres;N/A;22;1372;11;7;0;54;16;0;13;9;11;1;1365;9;75;95
CATALUNYA;GLOBAL;2021-11-04;Dona;0 a 9;34;488;414;0;0;2;0;0;23;11;23;12;449;373;1;0
CATALUNYA;GLOBAL;2021-11-04;Dona;10 a 19;31;561;952;0;0;0;0;0;14;17;16;17;469;780;311;334
CATALUNYA;GLOBAL;2021-11-04;Dona;20 a 29;22;1405;816;0;0;4;0;0;8;14;9;16;975;655;317;328
CATALUNYA;GLOBAL;2021-11-04;Dona;30 a 39;34;1793;681;1;0;2;1;0;13;21;23;24;1360;591;281;300
CATALUNYA;GLOBAL;2021-11-04;Dona;40 a 49;34;2284;646;1;1;7;3;0;18;16;24;17;1711;560;182;132
CATALUNYA;GLOBAL;2021-11-04;Dona;50 a 59;28;2209;525;3;0;14;4;0;14;14;19;14;1649;462;77;89
CATALUNYA;GLOBAL;2021-11-04;Dona;60 a 69;29;1045;358;2;0;24;10;0;19;10;18;11;839;329;45;71
CATALUNYA;GLOBAL;2021-11-04;Dona;70 a 79;18;532;240;2;1;19;6;0;9;9;8;9;475;212;18;294
CATALUNYA;GLOBAL;2021-11-04;Dona;80 o més;9;713;147;7;0;34;2;0;8;1;9;2;604;134;19;27
CATALUNYA;GLOBAL;2021-11-04;Home;0 a 9;21;500;454;0;0;0;0;0;16;5;16;5;466;412;0;0
CATALUNYA;GLOBAL;2021-11-04;Home;10 a 19;25;475;853;0;0;1;0;0;14;11;20;11;411;695;368;345
CATALUNYA;GLOBAL;2021-11-04;Home;20 a 29;22;659;690;0;0;1;0;0;15;7;16;8;510;544;439;367
CATALUNYA;GLOBAL;2021-11-04;Home;30 a 39;34;742;539;1;1;8;4;0;20;14;24;18;604;458;267;301
CATALUNYA;GLOBAL;2021-11-04;Home;40 a 49;38;943;466;1;0;18;4;0;18;20;22;20;792;405;191;138
CATALUNYA;GLOBAL;2021-11-04;Home;50 a 59;13;787;307;3;0;23;11;0;9;4;9;4;653;263;80;94
CATALUNYA;GLOBAL;2021-11-04;Home;60 a 69;22;594;229;0;0;39;13;0;15;7;17;7;510;205;48;52
CATALUNYA;GLOBAL;2021-11-04;Home;70 a 79;19;578;174;4;1;48;13;0;12;7;12;8;517;154;14;255
CATALUNYA;GLOBAL;2021-11-04;Home;80 o més;12;478;103;3;1;27;5;0;6;6;5;7;422;96;9;17
CATALUNYA;GLOBAL;2021-11-03;Altres;N/A;22;1556;9;3;1;55;18;0;17;5;14;0;1545;9;73;54
CATALUNYA;GLOBAL;2021-11-03;Dona;0 a 9;33;606;506;1;0;0;0;0;22;11;24;11;560;462;0;0
CATALUNYA;GLOBAL;2021-11-03;Dona;10 a 19;26;773;927;0;0;0;0;0;18;8;18;10;641;775;258;238
CATALUNYA;GLOBAL;2021-11-03;Dona;20 a 29;29;1463;874;0;0;4;0;0;13;16;20;17;1064;684;266;278
CATALUNYA;GLOBAL;2021-11-03;Dona;30 a 39;44;1814;737;0;0;2;1;0;22;22;24;18;1356;616;270;222
CATALUNYA;GLOBAL;2021-11-03;Dona;40 a 49;46;2367;746;0;0;7;3;0;18;28;26;25;1772;644;138;119
CATALUNYA;GLOBAL;2021-11-03;Dona;50 a 59;22;2223;549;1;1;12;4;0;12;10;15;9;1674;488;67;61
CATALUNYA;GLOBAL;2021-11-03;Dona;60 a 69;22;1221;327;0;1;24;10;0;10;12;11;12;980;292;36;59
CATALUNYA;GLOBAL;2021-11-03;Dona;70 a 79;22;680;276;4;0;20;6;0;14;8;16;8;614;253;12;292
CATALUNYA;GLOBAL;2021-11-03;Dona;80 o més;20;990;157;4;1;32;2;2;13;7;15;4;820;138;18;14
CATALUNYA;GLOBAL;2021-11-03;Home;0 a 9;26;677;515;0;0;0;0;0;20;6;26;7;638;467;1;0
CATALUNYA;GLOBAL;2021-11-03;Home;10 a 19;30;609;860;1;0;1;0;0;22;8;19;8;542;707;302;265
CATALUNYA;GLOBAL;2021-11-03;Home;20 a 29;17;651;687;0;0;1;0;0;10;7;8;8;504;549;354;313
CATALUNYA;GLOBAL;2021-11-03;Home;30 a 39;28;772;559;0;1;9;3;0;11;17;14;17;637;471;231;232
CATALUNYA;GLOBAL;2021-11-03;Home;40 a 49;25;948;528;0;0;20;4;0;16;9;22;12;786;466;148;125
CATALUNYA;GLOBAL;2021-11-03;Home;50 a 59;25;883;329;5;1;23;10;0;9;16;11;19;743;295;65;62
CATALUNYA;GLOBAL;2021-11-03;Home;60 a 69;16;759;232;6;1;43;16;0;9;7;10;10;647;203;28;40
CATALUNYA;GLOBAL;2021-11-03;Home;70 a 79;14;649;182;3;0;50;15;0;8;6;8;5;574;170;11;250
CATALUNYA;GLOBAL;2021-11-03;Home;80 o més;12;618;105;2;1;29;4;0;5;7;5;6;533;99;16;13
CATALUNYA;GLOBAL;2021-11-02;Altres;N/A;22;1497;9;5;1;55;19;0;18;4;15;0;1484;9;66;38
CATALUNYA;GLOBAL;2021-11-02;Dona;0 a 9;60;642;562;1;0;1;0;0;48;12;49;13;599;519;0;0
CATALUNYA;GLOBAL;2021-11-02;Dona;10 a 19;27;509;813;0;0;0;0;0;15;12;16;10;435;661;168;152
CATALUNYA;GLOBAL;2021-11-02;Dona;20 a 29;39;928;841;2;0;7;0;0;15;24;11;21;673;676;194;189
CATALUNYA;GLOBAL;2021-11-02;Dona;30 a 39;54;1244;838;0;1;3;1;0;28;26;23;25;990;697;173;163
CATALUNYA;GLOBAL;2021-11-02;Dona;40 a 49;59;1553;809;2;0;7;3;0;30;29;29;26;1205;686;81;72
CATALUNYA;GLOBAL;2021-11-02;Dona;50 a 59;30;1571;628;2;0;11;3;0;11;19;11;19;1260;559;46;36
CATALUNYA;GLOBAL;2021-11-02;Dona;60 a 69;27;1083;429;3;1;25;9;0;9;18;10;19;916;375;22;30
CATALUNYA;GLOBAL;2021-11-02;Dona;70 a 79;17;866;288;1;1;23;6;0;5;12;4;11;755;259;7;193
CATALUNYA;GLOBAL;2021-11-02;Dona;80 o més;19;1316;209;2;1;28;2;0;11;8;15;7;1083;184;15;17
CATALUNYA;GLOBAL;2021-11-02;Home;0 a 9;46;677;623;0;0;0;0;0;35;11;33;9;635;578;0;0
CATALUNYA;GLOBAL;2021-11-02;Home;10 a 19;25;479;725;0;0;1;0;0;17;8;13;8;433;596;205;196
CATALUNYA;GLOBAL;2021-11-02;Home;20 a 29;29;473;614;1;0;4;0;0;17;12;17;12;366;483;294;247
CATALUNYA;GLOBAL;2021-11-02;Home;30 a 39;46;616;596;1;0;9;3;0;26;20;22;18;514;529;189;168
CATALUNYA;GLOBAL;2021-11-02;Home;40 a 49;62;847;572;2;0;21;4;0;29;33;27;29;715;499;116;89
CATALUNYA;GLOBAL;2021-11-02;Home;50 a 59;39;879;389;0;0;22;8;0;21;18;23;16;763;359;56;38
CATALUNYA;GLOBAL;2021-11-02;Home;60 a 69;39;900;276;1;2;38;16;0;21;18;19;15;763;249;16;32
CATALUNYA;GLOBAL;2021-11-02;Home;70 a 79;20;921;198;5;1;53;15;0;9;11;9;8;815;177;17;189
CATALUNYA;GLOBAL;2021-11-02;Home;80 o més;10;737;127;4;0;29;3;0;5;5;9;5;637;115;5;8
CATALUNYA;GLOBAL;2021-11-01;Altres;N/A;16;835;1;7;1;53;18;0;10;6;10;0;832;1;3;12
CATALUNYA;GLOBAL;2021-11-01;Dona;0 a 9;9;126;191;1;0;1;0;0;3;6;2;6;113;179;0;0
CATALUNYA;GLOBAL;2021-11-01;Dona;10 a 19;3;51;209;0;0;0;0;0;1;2;1;2;47;175;29;65
CATALUNYA;GLOBAL;2021-11-01;Dona;20 a 29;9;181;247;1;0;5;0;0;4;5;1;6;142;198;37;71
CATALUNYA;GLOBAL;2021-11-01;Dona;30 a 39;8;295;198;0;0;4;0;0;2;6;2;4;243;167;38;53
CATALUNYA;GLOBAL;2021-11-01;Dona;40 a 49;26;287;207;2;0;9;3;0;11;15;7;15;235;178;7;20
CATALUNYA;GLOBAL;2021-11-01;Dona;50 a 59;11;252;161;0;0;10;3;0;3;8;3;6;228;132;7;10
CATALUNYA;GLOBAL;2021-11-01;Dona;60 a 69;7;272;124;2;0;25;9;0;4;3;3;3;249;109;5;3
CATALUNYA;GLOBAL;2021-11-01;Dona;70 a 79;5;307;86;0;0;24;5;0;3;2;1;1;282;77;1;1
CATALUNYA;GLOBAL;2021-11-01;Dona;80 o més;3;423;61;6;0;33;2;2;0;3;0;3;362;53;0;2
CATALUNYA;GLOBAL;2021-11-01;Home;0 a 9;6;183;204;0;0;0;0;0;3;3;1;2;169;193;0;0
CATALUNYA;GLOBAL;2021-11-01;Home;10 a 19;5;75;179;0;0;1;0;0;1;4;0;4;61;143;38;72
CATALUNYA;GLOBAL;2021-11-01;Home;20 a 29;2;118;182;0;0;4;0;0;0;2;0;2;92;142;50;86
CATALUNYA;GLOBAL;2021-11-01;Home;30 a 39;10;171;169;3;1;9;4;0;2;8;1;8;149;150;26;54
CATALUNYA;GLOBAL;2021-11-01;Home;40 a 49;20;266;187;4;0;19;6;0;5;15;1;15;234;164;11;25
CATALUNYA;GLOBAL;2021-11-01;Home;50 a 59;15;317;134;0;0;24;8;0;5;10;3;8;275;115;7;12
CATALUNYA;GLOBAL;2021-11-01;Home;60 a 69;12;333;112;1;0;39;16;0;1;11;0;11;297;103;3;4
CATALUNYA;GLOBAL;2021-11-01;Home;70 a 79;3;364;60;3;2;57;17;0;3;0;2;0;325;56;0;1
CATALUNYA;GLOBAL;2021-11-01;Home;80 o més;4;337;42;4;2;26;4;1;4;0;3;1;296;36;1;1
CATALUNYA;GLOBAL;2021-10-31;Altres;N/A;8;815;0;3;0;52;17;0;7;1;7;0;812;0;8;5
CATALUNYA;GLOBAL;2021-10-31;Dona;0 a 9;12;139;154;0;0;0;0;0;9;3;7;2;132;143;0;0
CATALUNYA;GLOBAL;2021-10-31;Dona;10 a 19;4;82;157;0;0;0;0;0;2;2;1;3;68;132;33;23
CATALUNYA;GLOBAL;2021-10-31;Dona;20 a 29;4;161;229;1;0;4;0;0;2;2;1;2;117;186;43;37
CATALUNYA;GLOBAL;2021-10-31;Dona;30 a 39;16;232;152;0;0;5;0;0;5;11;6;11;188;125;40;40
CATALUNYA;GLOBAL;2021-10-31;Dona;40 a 49;27;234;192;1;0;9;3;0;7;20;4;18;196;173;10;12
CATALUNYA;GLOBAL;2021-10-31;Dona;50 a 59;11;217;144;0;0;10;3;0;5;6;2;5;194;125;6;9
CATALUNYA;GLOBAL;2021-10-31;Dona;60 a 69;9;227;108;0;1;25;9;0;2;7;1;6;203;101;2;5
CATALUNYA;GLOBAL;2021-10-31;Dona;70 a 79;1;246;83;0;0;24;5;0;1;0;4;1;213;77;0;0
CATALUNYA;GLOBAL;2021-10-31;Dona;80 o més;2;351;95;4;0;30;2;0;2;0;3;0;297;84;0;0
CATALUNYA;GLOBAL;2021-10-31;Home;0 a 9;11;164;189;0;0;0;0;0;8;3;9;3;153;172;0;0
CATALUNYA;GLOBAL;2021-10-31;Home;10 a 19;12;95;162;1;0;1;0;0;5;7;1;6;83;137;45;25
CATALUNYA;GLOBAL;2021-10-31;Home;20 a 29;6;108;229;0;0;4;0;0;1;5;0;5;91;178;58;30
CATALUNYA;GLOBAL;2021-10-31;Home;30 a 39;7;155;118;0;0;7;3;0;1;6;1;4;124;100;32;36
CATALUNYA;GLOBAL;2021-10-31;Home;40 a 49;16;225;136;2;0;17;7;0;4;12;5;11;189;118;21;12
CATALUNYA;GLOBAL;2021-10-31;Home;50 a 59;13;241;128;2;0;24;8;0;3;10;2;9;206;117;5;4
CATALUNYA;GLOBAL;2021-10-31;Home;60 a 69;8;228;89;3;1;38;18;1;4;4;4;2;199;81;2;2
CATALUNYA;GLOBAL;2021-10-31;Home;70 a 79;5;287;60;3;1;55;17;0;2;3;2;3;253;54;0;0
CATALUNYA;GLOBAL;2021-10-31;Home;80 o més;2;266;71;6;0;23;2;1;1;1;1;2;236;63;1;0
CATALUNYA;GLOBAL;2021-10-30;Altres;N/A;11;1419;4;4;1;53;17;0;9;2;9;0;1409;3;26;11
CATALUNYA;GLOBAL;2021-10-30;Dona;0 a 9;4;138;153;0;0;0;0;0;2;2;4;2;120;144;0;0
CATALUNYA;GLOBAL;2021-10-30;Dona;10 a 19;15;195;407;0;0;0;0;0;6;9;5;8;163;333;121;90
CATALUNYA;GLOBAL;2021-10-30;Dona;20 a 29;11;447;433;1;0;5;0;0;2;9;2;8;328;355;126;89
CATALUNYA;GLOBAL;2021-10-30;Dona;30 a 39;14;531;253;1;0;7;1;0;5;9;6;7;409;200;113;73
CATALUNYA;GLOBAL;2021-10-30;Dona;40 a 49;24;556;224;0;0;10;3;0;9;15;8;13;433;190;62;35
CATALUNYA;GLOBAL;2021-10-30;Dona;50 a 59;11;513;156;0;0;10;3;0;6;5;6;4;410;135;24;17
CATALUNYA;GLOBAL;2021-10-30;Dona;60 a 69;7;393;109;4;2;26;9;0;3;4;6;4;329;95;18;10
CATALUNYA;GLOBAL;2021-10-30;Dona;70 a 79;5;325;78;4;0;24;5;0;2;3;4;3;305;72;3;3
CATALUNYA;GLOBAL;2021-10-30;Dona;80 o més;4;474;71;9;0;26;2;1;4;0;4;1;387;66;2;0
CATALUNYA;GLOBAL;2021-10-30;Home;0 a 9;7;168;215;0;0;0;0;0;3;4;5;4;147;196;0;0
CATALUNYA;GLOBAL;2021-10-30;Home;10 a 19;6;167;378;0;0;1;0;0;3;3;8;4;138;290;187;98
CATALUNYA;GLOBAL;2021-10-30;Home;20 a 29;11;291;525;0;1;4;1;0;3;8;5;8;229;428;146;83
CATALUNYA;GLOBAL;2021-10-30;Home;30 a 39;15;323;260;1;0;7;3;0;2;13;3;12;272;229;119;97
CATALUNYA;GLOBAL;2021-10-30;Home;40 a 49;22;421;203;1;0;15;7;0;5;17;7;17;363;175;71;34
CATALUNYA;GLOBAL;2021-10-30;Home;50 a 59;12;379;122;2;0;23;10;0;7;5;10;5;329;114;31;11
CATALUNYA;GLOBAL;2021-10-30;Home;60 a 69;9;362;92;2;0;36;17;0;2;7;4;8;333;80;8;13
CATALUNYA;GLOBAL;2021-10-30;Home;70 a 79;0;383;73;2;2;53;17;0;0;0;2;0;347;63;2;3
CATALUNYA;GLOBAL;2021-10-30;Home;80 o més;4;307;40;2;0;23;2;1;2;2;1;2;268;38;0;0
CATALUNYA;GLOBAL;2021-10-29;Altres;N/A;18;1359;6;10;1;55;16;0;16;2;15;0;1355;6;64;62
CATALUNYA;GLOBAL;2021-10-29;Dona;0 a 9;28;450;424;0;0;0;0;0;23;5;20;5;412;387;0;0
CATALUNYA;GLOBAL;2021-10-29;Dona;10 a 19;15;434;692;0;0;0;0;0;7;8;9;8;375;566;411;460
CATALUNYA;GLOBAL;2021-10-29;Dona;20 a 29;15;785;829;2;0;7;0;0;5;10;4;10;570;643;428;403
CATALUNYA;GLOBAL;2021-10-29;Dona;30 a 39;32;1023;701;3;0;6;1;0;16;16;18;18;813;587;394;385
CATALUNYA;GLOBAL;2021-10-29;Dona;40 a 49;38;1168;605;1;0;10;3;0;15;23;17;23;947;531;204;215
CATALUNYA;GLOBAL;2021-10-29;Dona;50 a 59;22;1071;461;0;0;10;3;0;10;12;11;12;842;404;100;105
CATALUNYA;GLOBAL;2021-10-29;Dona;60 a 69;16;665;313;5;0;22;8;0;6;10;7;12;572;275;61;65
CATALUNYA;GLOBAL;2021-10-29;Dona;70 a 79;15;519;224;5;0;24;5;0;7;8;4;7;457;212;25;154
CATALUNYA;GLOBAL;2021-10-29;Dona;80 o més;8;766;135;5;1;24;2;1;5;3;2;3;627;121;18;32
CATALUNYA;GLOBAL;2021-10-29;Home;0 a 9;27;538;483;0;0;0;0;0;20;7;19;7;487;442;0;0
CATALUNYA;GLOBAL;2021-10-29;Home;10 a 19;17;414;582;0;0;1;0;0;14;3;16;3;353;489;456;485
CATALUNYA;GLOBAL;2021-10-29;Home;20 a 29;16;425;779;1;0;3;0;0;8;8;5;7;356;617;503;534
CATALUNYA;GLOBAL;2021-10-29;Home;30 a 39;20;458;562;1;0;7;3;0;7;13;9;14;386;469;353;404
CATALUNYA;GLOBAL;2021-10-29;Home;40 a 49;25;612;451;1;0;15;9;0;9;16;9;20;530;391;240;227
CATALUNYA;GLOBAL;2021-10-29;Home;50 a 59;28;545;268;0;0;22;10;0;11;17;13;17;464;229;128;104
CATALUNYA;GLOBAL;2021-10-29;Home;60 a 69;19;505;195;4;1;34;16;0;9;10;10;12;428;177;45;84
CATALUNYA;GLOBAL;2021-10-29;Home;70 a 79;14;493;184;6;2;51;17;0;6;8;6;7;441;169;18;120
CATALUNYA;GLOBAL;2021-10-29;Home;80 o més;14;483;130;4;1;25;3;0;7;7;6;5;418;114;7;16
CATALUNYA;GLOBAL;2021-10-28;Altres;N/A;22;1505;3;2;1;55;16;0;10;12;7;0;1498;3;64;57
CATALUNYA;GLOBAL;2021-10-28;Dona;0 a 9;20;268;427;0;0;1;0;0;16;4;16;5;247;398;0;0
CATALUNYA;GLOBAL;2021-10-28;Dona;10 a 19;23;518;667;0;0;0;0;0;17;6;15;5;431;551;436;439
CATALUNYA;GLOBAL;2021-10-28;Dona;20 a 29;17;1353;734;2;0;9;0;0;7;10;11;9;990;592;384;360
CATALUNYA;GLOBAL;2021-10-28;Dona;30 a 39;27;1561;653;1;0;4;1;0;13;14;10;17;1164;531;356;375
CATALUNYA;GLOBAL;2021-10-28;Dona;40 a 49;23;2068;641;3;0;12;3;0;10;13;13;16;1556;562;204;170
CATALUNYA;GLOBAL;2021-10-28;Dona;50 a 59;31;2016;482;0;0;11;4;0;12;19;13;22;1544;419;96;76
